"","X","token","tag","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"10479",10479,"Aristodem","N.Name.Nom.Sg.Masc","Aristodem","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"10481",10481,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10482",10482,"laß","VIMP.Full.2.Sg","lassen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"10483",10483,"ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat",3,"Sg","Masc",NA,NA
"10484",10484,"zwanzig","CARD","zwanzig","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10485",10485,"Prügel","N.Reg.Acc.Pl.Masc","Prügel","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
"10486",10486,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10487",10487,"seine","PRO.Poss.Attr.Acc.Sg.Fem","seine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"10488",10488,"Fertigkeit","N.Reg.Acc.Sg.Fem","Fertigkeit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10489",10489,"geben","VINF.Full","geben","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10491",10491,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10492",10492,"um","APPR","um","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10493",10493,"zwanzig","CARD","zwanzig","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10494",10494,"süsse","ADJA.Pos.Acc.Pl.Neut","süß","ADJA","Pos",NA,"Acc",NA,"Pl","Neut",NA,NA
"10495",10495,"Worte","N.Reg.Acc.Pl.Neut","Wort","N","Reg",NA,"Acc",NA,"Pl","Neut",NA,NA
"10496",10496,"ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"10497",10497,"Bubenstük","N.Reg.Acc.Sg.Neut","Bubenstük","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"10498",10498,"zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"10499",10499,"begehen","VINF.Full","begehen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10501",10501,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10504",10504,"Parmenio","N.Name.Nom.Sg.Neut","Parmenio","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"10506",10506,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10509",10509,"O","N.Name.Nom.Sg.*","O","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"10510",10510,"gefürchtete","ADJA.Pos.Nom.Sg.Fem","gefürchtet","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"10511",10511,"Majestät","N.Reg.Nom.Sg.Fem","Majestät","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10513",10513,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10514",10514,"sey","FM","sey","FM",NA,NA,NA,NA,NA,NA,NA,NA
"10515",10515,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",1,"Sg",NA,NA,NA
"10516",10516,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10517",10517,"ungnädig","ADJD.Pos","ungnädig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10519",10519,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10520",10520,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10521",10521,"will","VFIN.Mod.1.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,1,"Sg",NA,"Pres","Ind"
"10522",10522,"mehr","ADV","mehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10523",10523,"sagen","VINF.Full","sagen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10524",10524,"als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10525",10525,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10526",10526,"weiß","VFIN.Full.1.Sg.Pres.Ind","wissen","VFIN","Full",NA,NA,1,"Sg",NA,"Pres","Ind"
"10528",10528,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10529",10529,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10530",10530,"hinweg","ADV","hinweg","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10531",10531,"mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10532",10532,"den","ART.Def.Dat.Pl.Masc","die","ART","Def",NA,"Dat",NA,"Pl","Masc",NA,NA
"10533",10533,"Prügeln","N.Reg.Dat.Pl.Masc","Prügel","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"10535",10535,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10536",10536,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10537",10537,"zittere","VFIN.Full.1.Sg.Pres.Ind","zittern","VFIN","Full",NA,NA,1,"Sg",NA,"Pres","Ind"
"10538",10538,"vor","APPR","vor","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10539",10539,"Prügeln","N.Reg.Dat.Pl.Masc","Prügel","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"10541",10541,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10542",10542,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10543",10543,"kann","VFIN.Mod.1.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,1,"Sg",NA,"Pres","Ind"
"10544",10544,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10545",10545,"die","ART.Def.Acc.Pl.Fem","die","ART","Def",NA,"Acc",NA,"Pl","Fem",NA,NA
"10546",10546,"Degenspizen","N.Reg.Acc.Pl.Fem","Degenspizen","N","Reg",NA,"Acc",NA,"Pl","Fem",NA,NA
"10547",10547,"vertragen","VINF.Full","vertragen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10549",10549,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10552",10552,"Dazu","PROADV.Dem","dazu","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"10553",10553,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"10554",10554,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10555",10555,"die","ART.Def.Acc.Pl.Masc","die","ART","Def",NA,"Acc",NA,"Pl","Masc",NA,NA
"10556",10556,"Knochen","N.Reg.Acc.Pl.Masc","Knochen","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
"10558",10558,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10559",10559,"daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10560",10560,"sich","PRO.Refl.Subst.3.Acc.Pl.*","sie","PRO","Refl","Subst","Acc",3,"Pl",NA,NA,NA
"10561",10561,"die","ART.Def.Nom.Pl.Neut","die","ART","Def",NA,"Nom",NA,"Pl","Neut",NA,NA
"10562",10562,"Eisen","N.Reg.Nom.Pl.Neut","Eisen","N","Reg",NA,"Nom",NA,"Pl","Neut",NA,NA
"10564",10564,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10565",10565,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10566",10566,"das","ART.Def.Nom.Sg.Neut","die","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"10567",10567,"Holz","N.Reg.Nom.Sg.Neut","Holz","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"10568",10568,"darauf","PROADV.Dem","darauf","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"10569",10569,"schartig","ADJD.Pos","schartig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10570",10570,"hauen","VINF.Full","hauen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10572",10572,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10575",10575,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"10577",10577,"32","CARD","32","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10579",10579,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"10580",10580,"Polemon","N.Reg.Acc.Sg.Neut","Polemon","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"10582",10582,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10585",10585,"Wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10586",10586,"du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"10587",10587,"die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"10588",10588,"Prügel","N.Reg.Acc.Sg.Fem","Prügel","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10589",10589,"fürchtest","VFIN.Full.2.Sg.Pres.Ind","fürchten","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"10591",10591,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10592",10592,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10593",10593,"fürchte","VFIN.Full.1.Sg.Pres.Ind","fürchten","VFIN","Full",NA,NA,1,"Sg",NA,"Pres","Ind"
"10594",10594,"die","ART.Def.Nom.Pl.Fem","die","ART","Def",NA,"Nom",NA,"Pl","Fem",NA,NA
"10595",10595,"Lügen","N.Reg.Nom.Pl.Fem","Lüge","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"10597",10597,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10600",10600,"Plaudre","N.Reg.Nom.Pl.Neut","Plaudre","N","Reg",NA,"Nom",NA,"Pl","Neut",NA,NA
"10601",10601,"die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"10602",10602,"Wahrheit","N.Reg.Acc.Sg.Fem","Wahrheit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10604",10604,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10605",10605,"Kerl","N.Reg.Acc.Sg.Masc","Kerl","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"10607",10607,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10610",10610,"Parmenio","N.Name.Nom.Sg.Neut","Parmenio","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"10612",10612,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10615",10615,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"10616",10616,"will","VFIN.Mod.1.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,1,"Sg",NA,"Pres","Ind"
"10617",10617,"seine","PRO.Poss.Attr.Acc.Pl.Neut","seine","PRO","Poss","Attr","Acc",NA,"Pl","Neut",NA,NA
"10618",10618,"Worte","N.Reg.Acc.Pl.Neut","Wort","N","Reg",NA,"Acc",NA,"Pl","Neut",NA,NA
"10619",10619,"sagen","VINF.Full","sagen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10621",10621,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10622",10622,"Philotas","N.Name.Gen.Sg.Neut","Philotas","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"10623",10623,"Worte","N.Reg.Nom.Pl.Neut","Wort","N","Reg",NA,"Nom",NA,"Pl","Neut",NA,NA
"10625",10625,":","SYM.Pun.Colon",":","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"10626",10626,"Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"10627",10627,"Sohn","N.Reg.Nom.Sg.Masc","Sohn","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10628",10628,"wollte","VFIN.Mod.3.Sg.Past.Ind","wollen","VFIN","Mod",NA,NA,3,"Sg",NA,"Past","Ind"
"10629",10629,"gern","ADV","gern","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10630",10630,"wieder","ADV","wieder","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10631",10631,"bey","ADJD.Pos","bey","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10632",10632,"seinem","PRO.Poss.Attr.Dat.Sg.Masc","seine","PRO","Poss","Attr","Dat",NA,"Sg","Masc",NA,NA
"10633",10633,"Vater","N.Reg.Dat.Sg.Masc","Vater","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"10634",10634,"seyn","ADJD.Pos","seyn","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10636",10636,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10637",10637,"aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10638",10638,"der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"10639",10639,"Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10640",10640,"kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"10641",10641,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10643",10643,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10644",10644,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10645",10645,"will","VFIN.Mod.3.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"10646",10646,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10648",10648,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10651",10651,"Das","PRO.Dem.Subst.Acc.Sg.Neut","die","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"10652",10652,"verwehrt","VFIN.Full.3.Sg.Pres.Ind","verwehren","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"10653",10653,"ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10654",10654,"guter","ADJA.Pos.Nom.Sg.Masc","gut","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10655",10655,"Einfall","N.Reg.Nom.Sg.Masc","Einfall","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10657",10657,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10658",10658,"ein","ART.Indef.Nom.Sg.Neut","eine","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"10659",10659,"Geschenk","N.Reg.Nom.Sg.Neut","Geschenk","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"10660",10660,"des","ART.Def.Gen.Sg.Masc","die","ART","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"10661",10661,"Glüks","N.Reg.Gen.Sg.Masc","Glüks","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"10663",10663,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10664",10664,"womit","PROADV.Inter","womit","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10665",10665,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc",3,"Sg","Neut",NA,NA
"10666",10666,"die","ART.Def.Nom.Pl.Masc","die","ART","Def",NA,"Nom",NA,"Pl","Masc",NA,NA
"10667",10667,"Jünglinge","N.Reg.Nom.Pl.Masc","Jüngling","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"10668",10668,"gern","ADV","gern","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10669",10669,"beschenkt","VPP.Full.Psp","beschenken","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10671",10671,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10672",10672,"ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10673",10673,"Einfall","N.Reg.Nom.Sg.Masc","Einfall","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10675",10675,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10676",10676,"als","CONJ.SubFin","als","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10677",10677,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom",3,"Sg","Neut",NA,NA
"10678",10678,"oft","ADV","oft","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10679",10679,"in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10680",10680,"das","ART.Def.Acc.Sg.Neut","die","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"10681",10681,"albernste","ADJA.Sup.Acc.Sg.Neut","albern","ADJA","Sup",NA,"Acc",NA,"Sg","Neut",NA,NA
"10682",10682,"Gehirn","N.Reg.Acc.Sg.Neut","Gehirn","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"10683",10683,"wirft","VFIN.Full.3.Sg.Pres.Ind","werfen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"10685",10685,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10686",10686,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10687",10687,"hatte","VFIN.Aux.3.Sg.Past.Ind","haben","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Ind"
"10688",10688,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc",3,"Sg","Masc",NA,NA
"10689",10689,"ertappt","VPP.Full.Psp","ertappen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10691",10691,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10692",10692,"blos","ADJD.Pos","blos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10693",10693,"ertappt","VPP.Full.Psp","ertappen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10695",10695,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10696",10696,"von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10697",10697,"dem","ART.Def.Dat.Sg.Masc","die","ART","Def",NA,"Dat",NA,"Sg","Masc",NA,NA
"10698",10698,"seinigen","PRO.Poss.Subst.Dat.Pl.*","seinige","PRO","Poss","Subst","Dat",NA,"Pl",NA,NA,NA
"10700",10700,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10701",10701,"sagt","VFIN.Full.3.Sg.Pres.Ind","sagen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"10702",10702,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10704",10704,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10705",10705,"wäre","VFIN.Full.3.Sg.Past.Subj","sein","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Subj"
"10706",10706,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10707",10707,"das","ART.Def.Acc.Sg.Neut","die","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"10708",10708,"geringste","ADJA.Sup.Acc.Sg.Neut","gering","ADJA","Sup",NA,"Acc",NA,"Sg","Neut",NA,NA
"10709",10709,"dazu","PART.Verb","dazu","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"10710",10710,"gekommen","VPP.Full.Psp","kommen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10712",10712,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10713",10713,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10714",10714,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"10716",10716,"33","CARD","33","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10718",10718,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"10719",10719,"ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10720",10720,"Gedanke","N.Reg.Nom.Sg.Masc","Gedanke","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10722",10722,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10723",10723,"woran","PROADV.Inter","woran","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10724",10724,"sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10725",10725,"Verstand","N.Reg.Nom.Sg.Masc","Verstand","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10726",10726,"keinen","PRO.Indef.Attr.Acc.Sg.Masc","keine","PRO","Indef","Attr","Acc",NA,"Sg","Masc",NA,NA
"10727",10727,"Antheil","N.Reg.Acc.Sg.Masc","Antheil","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"10728",10728,"hätte","VFIN.Aux.3.Sg.Past.Subj","haben","VFIN","Aux",NA,NA,3,"Sg",NA,"Past","Subj"
"10730",10730,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10731",10731,"den","PRO.Rel.Subst.Acc.Sg.Masc","die","PRO","Rel","Subst","Acc",NA,"Sg","Masc",NA,NA
"10732",10732,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10733",10733,"darum","PROADV.Dem","darum","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"10734",10734,"mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10735",10735,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat",1,"Sg",NA,NA,NA
"10736",10736,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10737",10737,"überlegen","VINF.Full","überlegen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10738",10738,"könnte","VFIN.Mod.3.Sg.Past.Subj","können","VFIN","Mod",NA,NA,3,"Sg",NA,"Past","Subj"
"10740",10740,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10741",10741,"der","PRO.Dem.Subst.Nom.Sg.Masc","die","PRO","Dem","Subst","Nom",NA,"Sg","Masc",NA,NA
"10742",10742,"verschwände","VFIN.Full.3.Sg.Past.Subj","verschwinden","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Subj"
"10744",10744,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10745",10745,"wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10746",10746,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10747",10747,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc",3,"Sg","Masc",NA,NA
"10748",10748,"mittheilte","VFIN.Full.3.Sg.Past.Ind","mittheilen","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Ind"
"10750",10750,";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10751",10751,"wovon","PROADV.Inter","wovon","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10752",10752,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10753",10753,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10754",10754,"sagen","VINF.Full","sagen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10755",10755,"könnte","VFIN.Mod.3.Sg.Past.Subj","können","VFIN","Mod",NA,NA,3,"Sg",NA,"Past","Subj"
"10757",10757,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10758",10758,"was","PRO.Inter.Subst.Acc.Sg.Neut","was","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"10759",10759,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"10760",10760,"nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10761",10761,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Pres","Ind"
"10763",10763,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10766",10766,"Vielleicht","ADV","vielleicht","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10767",10767,"ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10768",10768,"kindischer","ADJA.Pos.Nom.Sg.Masc","kindisch","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10769",10769,"Einfall","N.Reg.Nom.Sg.Masc","Einfall","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10771",10771,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10772",10772,"aber","ADV","aber","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10773",10773,"glüklich","ADJD.Pos","glüklich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10774",10774,"genug","ADV","genug","ADV",NA,NA,NA,NA,NA,NA,NA,NA
